"Can't create index directory : %s","Impossible de créer le répertoire d'index : %s"
"Manufacturer: %s","Constructeur : %s"
"Score: %s","Score : %s"
"Search Results","Résultats de recherche"
"Search Results for: '%s'","Résultats de recherche pour : '%s'"
"Search results for: %s","Résultats de recherche pour : %s"
"Shoe Type: %s","Type de chaussure : %s"
"SKU: %s","SKU : %s"
"There are no products under search term '%s'","Aucun produit ne correspond à '%s'"
