There are no items in customer's shopping cart at the moment,There are no items in customer's shopping cart at the moment
Group Information,Group Information
User Name,User Name
New Password,New Password
Average rating,Average rating
New User,New User
Active,Active
You can not delete self assigned roles.,You can not delete self assigned roles.
Invoice was successfully saved,Invoice was successfully saved
Qty Ordered,Qty Ordered
XML,XML
Send auto-generated password,Send auto-generated password
Order Information,Order Information
List (default) / Grid,List (default) / Grid
Newsletter Received,Newsletter Received
Queue Date Start,Queue Date Start
SEF URL Identifier,SEF URL Identifier
Product SKU,Product SKU
Grand Total,Grand Total
Selected problem subscribers successfully unsubscribed,Selected problem subscribers successfully unsubscribed
Category Products,Category Products
Action,Action
Role Users,Role Users
Date Closed,Date Closed
Are you sure? This order will be cancelled and a new one will be created instead,Are you sure? This order will be cancelled and a new one will be created instead
Sender Name,Sender Name
Approved,Approved
Save and Apply,Save and Apply
Product Tax Class,Product Tax Class
Block was succesfully deleted,Block was succesfully deleted
Products Report (Total),Products Report (Total)
Open,Open
Any,Any
Edit Store,Edit Store
Added,Added
Configurable Product Settings,Configurable Product Settings
Content,Content
Role Name,Role Name
Select All,Select All
in,in
Are you sure you want to take this action?,Are you sure you want to take this action?
Role Information,Role Information
Options Control,Options Control
Meta Keywords,Meta Keywords
Please select products to add,Please select products to add
Sender,Sender
Product,Product
Tax Rules,Tax Rules
Newsletter Start,Newsletter Start
Unable to find a block to delete,Unable to find a block to delete
New Tax Rate,New Tax Rate
Rating was successfully deleted,Rating was successfully deleted
Error during import: %s,Error during import: %s
Delete Answer,Delete Answer
Edit Customer Groups,Edit Customer Groups
"Please, select County","Please, select County"
Customer Tags,Customer Tags
(eg: domain.com/identifier),(eg: domain.com/identifier)
No search modules registered,No search modules registered
New Product Tax Class,New Product Tax Class
Save Rule,Save Rule
Edit Sorting,Edit Sorting
The block you are trying to save no longer exists,The block you are trying to save no longer exists
Customers Report,Customers Report
Download,Download
Detail,Detail
Created On,Created On
Category delete error,Category delete error
Review successfully deleted,Review successfully deleted
Root,Root
ID,ID
Number of Responses,Number of Responses
Meta Description,Meta Description
Source Model,Source Model
Unselect All Stores,Unselect All Stores
Add New Group,Add New Group
Summary Rating,Summary Rating
Rate,Rate
Yes,Yes
Search Query,Search Query
Template Information,Template Information
Date Start,Date Start
Total,Total
Price,Price
Filterable (no results),Filterable (no results)
Date Expire,Date Expire
Number Fulfilled,Number Fulfilled
New Category,New Category
Save Rating,Save Rating
Delete Option,Delete Option
Save Invoice,Save Invoice
Unable to apply rules,Unable to apply rules
New Tag,New Tag
User Email,User Email
Based On,Based On
