"Search results for: %s","Search results for: %s"
"Can't create index directory : %s","Can't create index directory : %s"
"Search Results","Search Results"
"There are no products under search term '%s'","There are no products under search term '%s'"
"Search Results for: '%s'","Search Results for: '%s'"
"Shoe Type: %s","Shoe Type: %s"
"Score: %s","Score: %s"
"Manufacturer: %s","Manufacturer: %s"
"SKU: %s","SKU: %s"
